"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"v_2889";"v_2890";"v_2891";"v_2892";"v_1752";"v_1751";"v_1749";"v_1750";"v_1747";"v_1748";"v_1753";"v_1762";"v_2937";"v_2938";"dupl1_v_69";"v_71";"v_2851";"v_2852";"v_2853";"v_2854";"v_2855";"v_2856";"v_1709";"v_1710";"v_1711";"v_1712";"v_1713";"v_1714";"v_1715";"v_1717";"v_1718";"v_1720";"v_1722";"v_1724";"v_1726";"v_1728";"v_1730";"v_1732";"v_1734";"v_1707";"v_1719";"v_2894";"v_2895";"v_2896";"v_2897";"v_2898";"v_2899";"v_2900";"v_2901";"v_2902";"v_2903";"v_2904";"v_2905";"v_2906";"v_2907";"v_2908";"v_2909";"v_2910";"v_2911";"v_2918";"v_2702";"v_2703";"v_2704";"v_2705";"v_2706";"v_2707";"v_2708";"v_2709";"v_2710";"v_2711";"v_2712";"v_2713";"v_2714";"v_2715";"v_2716";"v_2717";"v_2718";"v_2719";"v_2720";"v_2721";"v_2722";"v_2723";"v_2724";"v_2725";"v_2726";"v_2727";"v_2728";"v_2729";"v_2730";"v_2731";"v_2732";"v_2733";"v_2734";"v_2735";"v_2736";"v_2737";"v_2738";"v_2739";"v_2740";"v_2741";"v_2742";"v_2743";"v_2744";"v_2745";"v_2746";"v_2747";"v_2748";"v_2749";"v_2750";"v_2751";"v_2752";"v_2753";"v_2754";"v_2755";"v_2756";"v_2757";"v_2758";"v_2759";"v_2760";"v_2761";"v_2762";"v_2763";"v_2764";"v_2765";"v_2766";"v_2767";"v_2768";"v_2769";"v_2770";"v_2771";"v_2772";"v_2773";"v_2774";"v_2775";"v_2776";"v_2777";"v_2778";"v_2779";"v_2780";"v_2781";"v_2782";"v_2783";"v_2785";"v_2787";"v_2789";"v_2791";"v_2793";"v_2795";"v_2797";"v_2799";"v_2784";"v_2786";"v_2788";"v_2790";"v_2792";"v_2794";"v_2796";"v_2798";"v_2800";"v_2801";"v_2802";"v_2803";"v_2804";"v_2805";"v_2806";"v_2807";"v_2808";"v_2809";"v_1573";"v_1574";"v_1575";"v_2936";"v_2919";"v_1588";"v_1589";"v_1590";"v_1591";"v_1592";"v_1593";"v_1594";"v_1595";"v_2934";"v_1599";"v_1600";"v_1601";"v_1577";"v_1578";"v_1579";"v_2922";"v_2923";"v_2924";"v_2925";"v_2926";"v_2927";"v_2928";"v_2929";"v_1596";"v_1597";"v_1598";"v_1625";"v_1626";"v_1627";"v_1628";"v_1629";"v_1630";"v_1631";"v_1632";"v_1633";"v_1634";"v_1635";"v_1754";"v_2884";"v_2885";"v_2886";"v_2887";"v_1642";"v_1643";"v_1644";"v_1645";"v_1646";"v_1647";"v_2931";"v_2932";"v_2933";"v_1658";"v_1659";"v_1660";"v_1661";"v_1662";"v_1663";"v_1664";"v_1665";"v_2920";"rts7288964";"rts7288965";"rts7288966";"rts7288969";"rts7288970";"rts7288971";"rts7288972";"rts7288973";"rts7288974";"rts7288975";"rts7288976";"rts7288977";"rts7288978";"rts7288979";"rts7288980";"rts7288981";"rts7288982";"rts7288983";"rts7288986";"rts7288987";"rts7288988";"rts7288989";"rts7288990"
19;0;0;31;7288991;-77;1954;"1143153";"Mozilla/5.0 (Linux; Android 13; SM-A226B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"e948b87a86f38e599149e787c1ed338f";1;0;1676294870;"13.02.2023 13:27";"13.02.2023 14:00";"0000-00-00 00:00:00";1;1;1;1;2;50;2;"-99";3;"-99";2;3;3;"-99";1;2;1;3;1;2;1;1;3;5;3;4;4;4;1;1;1;3;4;4;1;3;4;3;1;4;"-99";-77;-77;-77;-77;-77;-77;4;2;3;-77;-77;-77;1;-77;-77;-77;1;-77;"-99";1;2;1;1;3;2;2;2;1;2;1;2;1;1;2;1;2;2;1;2;3;2;3;1;2;2;4;2;1;2;1;1;2;1;1;2;1;1;3;1;2;2;2;3;3;2;1;1;1;1;3;1;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;2;4;3;1;1;1;2;1;1;1;1;4;2;1;1;2;1;3;2;1;1;4;3;2;1;2;3;3;1;1;2;1;1;2;1;1;2;3;2;4;2;"-99";1;0;0;1;0;0;1;0;0;3;2;2;1;1;1;1;5;5;1;5;1;1;2;1;1;1;2;2;3;2;1;2;3;2;2;1;3;1;2;2;1;3;2;1;1;2;5;2;3;3;3;1;1;5;5;1;2;5;1;"-99";40;84;124;154;211;379;459;467;1052;1058;1251;1339;1349;1363;1390;1464;1557;1687;1751;1823;1910;1946;1954
20;0;0;31;7288991;-77;241;"102535";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15";"https://norstatsurveys.com/wix/3/p180445841493.aspx?__sid__=m9yxs3AWpdeN5CYD7XHxI19KKQBx_tQ9wX8SQbA0vtGLehCy-OPwHWytqHCkWuCN-Mic0vKcrqlfcEIiM4tAPQ2";0;8;"8,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288986,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"393abd32c5c4aa24e5976758f7c802f8";1;0;1676296503;"13.02.2023 13:55";"13.02.2023 13:59";"0000-00-00 00:00:00";1;1;1;1;2;52;5;"-99";1;"-99";2;1;6;"Keine Angaben ";3;11;2;2;2;2;2;2;2;2;3;3;5;3;2;3;2;3;3;3;3;2;3;2;3;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;4;3;2;"Nichts ";0;0;1;0;0;0;0;0;0;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;2;3;3;3;2;1;3;3;3;3;2;2;3;2;2;2;3;3;3;2;2;2;2;2;2;2;2;"Nichts ";7;13;40;43;54;71;73;75;77;80;89;101;106;107;115;126;150;168;178;190;200;231;240
24;0;0;31;7288991;-77;656;"101525";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;8;"8,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"a2bb5d3688e4c727795e79f3c2da6a9c";1;0;1676299434;"13.02.2023 14:43";"13.02.2023 14:54";"0000-00-00 00:00:00";1;1;1;1;1;57;3;"-99";1;"-99";7;3;3;"-99";2;4;1;1;1;1;1;4;3;5;6;6;6;5;6;6;6;6;5;6;3;3;4;5;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;4;3;2;"-99";1;0;0;0;1;0;0;0;0;1;4;5;4;2;2;4;3;2;4;5;2;2;5;3;3;4;4;3;4;4;2;2;5;3;5;3;4;1;2;2;1;3;3;2;2;3;3;3;3;3;3;2;2;5;2;1;1;3;1;"-99";16;26;58;67;91;140;145;148;150;160;250;276;279;285;314;358;424;499;534;574;631;653;656
25;0;0;31;7288991;-77;515;"100111";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0";"https://norstatsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";0;0;0;-77;-77;"c42941cda1c75e82714b1a9167e36fe8";1;0;1676299836;"13.02.2023 14:50";"13.02.2023 14:59";"0000-00-00 00:00:00";1;1;1;1;1;49;2;"-99";3;"-99";1;2;6;"ich wohne in Eigentum";1;1;3;3;5;1;3;5;6;6;6;6;6;1;6;6;6;6;6;1;1;6;6;6;6;0;"-99";-77;-77;-77;-77;-77;4;-77;-77;-77;-77;-77;2;3;-77;-77;-77;-77;-77;"-99";-77;-77;-77;-77;-77;2;-77;-77;-77;-77;-77;5;2;-77;-77;-77;-77;0;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;-77;5;1;-77;-77;-77;-77;0;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;5;5;-77;-77;-77;-77;0;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;-77;5;5;-77;-77;-77;-77;0;-77;-77;-77;-77;-77;5;-77;-77;-77;-77;-77;5;5;-77;-77;-77;-77;0;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;-77;3;1;-77;-77;-77;-77;0;1;1;4;2;"-99";1;0;0;0;1;0;0;0;0;5;5;5;1;5;5;1;5;1;5;5;1;1;5;5;5;5;5;5;5;5;5;1;5;1;5;5;1;1;1;1;1;3;5;3;5;2;5;5;5;5;5;1;1;5;1;1;1;5;1;"-99";8;19;39;43;68;113;136;139;193;200;226;245;247;251;263;287;323;375;390;432;469;512;515
26;0;0;31;7288991;-77;1037;"1306316";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://norstatsurveys.com/";0;6;"6,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288986,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;0;0;-77;-77;"53235a6336a51f90f51c8aabadcbb0d9";1;0;1676300089;"13.02.2023 14:54";"13.02.2023 15:12";"0000-00-00 00:00:00";1;1;1;1;1;30;5;"-99";1;"-99";3;2;6;"-99";2;6;2;2;1;2;2;3;4;5;4;5;4;2;5;5;4;1;2;4;2;4;1;4;5;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;1;-77;-77;-77;-77;1;-77;-77;-77;"-99";3;2;2;3;3;2;3;3;3;2;2;3;2;3;1;3;4;0;2;5;4;3;4;2;4;4;4;4;3;3;2;2;4;2;3;0;3;2;2;3;3;2;3;3;3;3;3;3;3;3;2;3;3;0;4;4;4;2;4;3;4;4;4;1;3;3;4;4;1;4;3;0;4;4;4;4;3;4;3;4;3;2;4;3;4;4;4;4;4;0;2;4;4;3;3;2;3;4;3;4;2;3;2;3;3;2;3;0;3;3;3;2;"-99";1;0;0;0;0;0;0;0;0;1;5;5;2;2;2;1;2;4;2;2;4;2;3;3;2;4;2;3;3;3;5;4;5;5;2;4;2;1;4;3;4;2;2;2;2;2;2;2;3;3;3;2;1;5;3;2;2;4;2;"-99";11;20;43;54;85;180;193;196;555;567;596;623;625;629;640;668;715;772;883;939;1000;1034;1037
27;0;0;31;7288991;-77;2893;"1222232";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36";"https://norstatsurveys.com/";0;7;"7,3,2";0;"7288964,7288965,7288966,7288966,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288974,7288974,7288974,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;1;0;-77;-77;"a5751610b5246dfcbc4f1f6e35c76fa0";1;0;1676300128;"13.02.2023 14:55";"13.02.2023 15:43";"0000-00-00 00:00:00";1;1;1;1;1;47;3;"-99";2;"-99";2;1;6;"Eigentum Haus ";3;1;2;1;2;2;1;3;3;5;3;4;5;4;1;2;3;5;4;4;1;2;2;5;2;6;"-99";-77;-77;-77;-77;-77;-77;2;-77;-77;-77;-77;-77;2;-77;-77;-77;-77;-77;"-99";4;5;3;3;5;1;1;5;3;4;4;4;1;4;5;3;5;-77;1;5;2;3;5;5;2;3;3;2;2;3;2;1;2;3;5;-77;1;5;3;2;5;1;3;3;3;2;3;3;2;1;1;3;4;-77;2;4;2;3;5;1;3;2;2;2;1;2;4;1;5;3;2;-77;1;5;3;3;5;2;1;1;2;1;2;3;3;1;4;2;2;-77;1;3;4;3;5;3;1;1;2;2;2;4;1;1;3;2;4;-77;7;7;7;1;"-99";1;0;1;1;0;0;1;0;0;1;5;5;1;2;2;1;5;3;3;3;1;3;2;2;4;5;2;1;1;2;5;4;5;4;1;3;1;1;1;2;2;1;3;3;2;2;1;3;3;3;3;2;1;5;5;1;1;5;2;"-99";36;88;204;225;355;537;617;634;1855;1875;1960;2045;2056;2064;2092;2167;2271;2431;2520;2633;2760;2886;2893
28;0;0;31;7288991;-77;1541;"103646";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"https://norstatsurveys.com/";0;6;"6,1,4";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288972,7288972,7288973,7288974,7288974,7288974,7288975,7288976,7288977,7288977,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"358aaa8de079c58dfb99912344f6dfa8";1;0;1676300441;"13.02.2023 15:00";"13.02.2023 15:26";"0000-00-00 00:00:00";1;1;1;1;2;32;5;"-99";2;"-99";1;3;3;"-99";5;5;1;1;3;1;2;3;3;1;6;3;2;1;6;6;4;6;4;6;1;2;1;3;6;6;"-99";-77;1;-77;-77;-77;1;-77;-77;-77;-77;-77;-77;1;-77;2;-77;-77;-77;"-99";1;2;-77;1;2;3;-77;-77;1;-77;1;-77;1;1;2;1;-77;-77;1;1;-77;3;3;1;-77;-77;1;-77;1;-77;1;1;1;3;-77;-77;1;1;-77;1;1;1;-77;-77;1;-77;1;-77;1;1;1;2;-77;-77;1;1;-77;1;1;4;-77;-77;1;-77;1;-77;1;1;1;1;-77;-77;5;5;-77;5;5;5;-77;-77;5;-77;5;-77;5;5;4;5;-77;-77;5;5;-77;5;5;5;-77;-77;5;-77;5;-77;5;5;5;5;-77;-77;7;7;7;2;"-99";1;1;1;1;0;0;0;0;0;3;4;4;2;1;1;2;3;1;5;2;2;2;1;1;1;1;1;1;1;3;1;1;4;3;1;1;1;1;1;1;1;1;1;4;1;2;4;1;1;3;1;2;1;2;1;2;1;2;3;"-99";7;51;126;131;161;268;343;354;887;892;910;926;930;936;951;1091;1222;1254;1276;1302;1478;1533;1541
29;0;0;32;7288991;-77;-1;"1204214";"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A105FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288982,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";0;0;0;-77;-77;"d08f98ed12374ab619509106b36ad519";1;0;1676300505;"13.02.2023 15:01";"13.02.2023 16:41";"0000-00-00 00:00:00";1;1;1;1;2;51;3;"-99";1;"-99";2;3;3;"-99";6;3;2;3;1;1;2;2;3;5;2;4;5;3;3;4;3;4;2;4;2;2;4;2;1;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";2;2;2;2;5;1;4;3;3;2;2;2;3;2;3;3;2;2;2;2;3;2;4;2;3;2;2;2;3;3;2;1;2;2;1;3;3;2;2;2;4;2;2;3;2;2;1;2;2;1;2;2;1;3;3;3;2;3;4;2;3;3;2;2;1;1;2;1;4;2;2;2;1;2;2;2;3;1;3;3;2;2;2;3;2;2;2;3;1;3;2;2;2;3;3;3;2;3;2;2;1;3;3;2;2;3;2;2;3;4;5;3;"Nein";1;0;1;0;0;1;0;0;0;3;3;4;2;2;2;3;3;3;2;4;3;4;2;2;2;3;4;4;4;4;4;4;4;3;4;3;3;1;2;2;4;3;3;2;3;2;4;2;2;2;2;2;3;2;2;4;2;3;2;"-99";29;49;87;91;781;954;963;968;4332;4341;4425;4543;4558;4573;4710;5133;5630;5740;5769;5868;5924;5955;5960
32;0;0;31;7288991;-77;2350;"1332342";"Mozilla/5.0 (Linux; Android 10; MAR-LX1A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36";"https://norstatsurveys.com/";0;5;"5,1,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288989,7288989,7288990,7288991";1;0;0;-77;-77;"cc6045f63dabd480b91de518d405eba4";1;0;1676301618;"13.02.2023 15:20";"13.02.2023 15:59";"0000-00-00 00:00:00";1;1;1;1;1;26;4;"-99";9;"-99";3;1;6;"Keine Wohnung, Fehler im Formular";3;5;1;3;2;5;2;2;5;4;3;6;5;5;1;1;1;3;5;6;1;2;1;2;3;0;"-99";-77;-77;-77;-77;-77;-77;5;3;2;-77;-77;-77;4;-77;6;-77;-77;-77;"-99";2;2;3;-77;3;2;2;2;2;2;4;-77;1;3;1;2;2;0;1;2;4;-77;2;2;3;5;5;2;2;-77;1;1;5;1;3;0;2;4;1;-77;5;2;2;5;5;2;2;-77;2;3;5;4;5;0;3;2;4;-77;5;1;1;1;3;2;1;-77;1;5;1;2;2;0;4;5;4;-77;5;5;3;3;1;3;5;-77;5;4;4;5;4;0;1;1;1;-77;3;2;2;5;4;2;2;-77;1;1;4;1;3;0;2;2;2;1;"-99";1;1;0;1;1;0;0;0;0;1;4;5;2;1;2;2;2;3;3;2;3;1;4;2;2;3;2;3;3;2;2;4;3;4;3;3;4;1;5;2;4;3;3;3;2;4;3;4;2;4;2;1;1;5;4;3;2;4;2;"-99";7;17;40;42;95;156;210;214;490;504;1814;1835;1845;1849;1863;1911;1945;2032;2105;2153;2278;2345;2350
33;0;0;31;7288991;-77;472;"1210220";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15";"https://norstatsurveys.com/";0;8;"8,2,3";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288986,7288986,7288987,7288988,7288989,7288990,7288991";0;1;0;-77;-77;"ac5fe2e612ad9f5d1b64290a90deb37f";1;0;1676302619;"13.02.2023 15:36";"13.02.2023 15:44";"0000-00-00 00:00:00";1;1;1;1;1;59;3;"-99";1;"-99";7;3;3;"-99";1;3;2;1;1;1;1;2;3;6;5;3;6;4;5;6;3;3;6;4;6;2;6;4;5;6;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;5;4;2;"Keine";1;0;0;0;0;0;0;0;0;2;3;3;1;2;2;3;3;1;3;3;1;2;3;3;3;3;3;4;4;4;4;4;4;3;3;3;3;1;2;2;2;2;2;3;2;3;3;3;4;4;4;3;2;5;3;2;2;2;2;"-99";3;8;35;37;78;141;145;155;190;195;205;217;223;225;234;257;289;341;370;407;447;468;472
34;0;0;31;7288991;-77;971;"1218228";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.41";"https://norstatsurveys.com/";0;7;"7,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;1;0;-77;-77;"a1024d5e2e362e480ac591ffe39e0e9a";1;0;1676302780;"13.02.2023 15:39";"13.02.2023 15:55";"0000-00-00 00:00:00";1;1;1;1;2;43;2;"-99";4;"-99";7;3;6;"Pflegewohnheim";1;2;1;1;1;1;1;3;4;4;5;6;6;2;6;6;5;5;4;5;3;4;6;3;4;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;2;4;1;3;"Sinnhafter Nutzen ist immer durchschaubar, jedoch hat der Nutzer etwas zu verbergen ist es ???";1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;5;4;5;5;5;5;1;1;1;1;3;5;1;5;3;2;1;1;1;1;5;5;5;3;1;5;2;1;1;5;1;"Elektrizität sollte immer verfügbar sein und  nach meiner Meinung  Kostenfrei zur Verfügung gestellt werden. Bitte -> Danke";20;31;53;68;110;209;212;217;221;241;331;342;378;386;420;473;546;659;703;776;862;893;971
37;0;0;31;7288991;-77;432;"101323";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0";"https://norstatsurveys.com/";0;8;"8,4,2";0;"7288964,7288965,7288966,7288967,7288969,7288970,7288971,7288972,7288973,7288973,7288973,7288973,7288974,7288975,7288976,7288977,7288978,7288979,7288980,7288981,7288982,7288983,7288984,7288986,7288987,7288988,7288989,7288990,7288991";1;0;0;-77;-77;"a1153de89dadb0b3e738d66c88c08def";1;0;1676303251;"13.02.2023 15:47";"13.02.2023 15:54";"0000-00-00 00:00:00";1;1;1;1;2;54;1;"-99";3;"-99";2;1;3;"-99";2;11;3;3;4;2;4;3;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;0;"-99";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;"-66";-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;4;1;7;2;"-99";1;1;0;0;1;0;0;0;0;1;5;5;1;4;3;3;3;4;3;4;1;1;3;2;2;2;3;3;4;3;5;5;5;5;4;2;2;1;2;2;2;4;5;5;2;2;5;5;5;5;5;5;4;5;3;3;3;1;3;"-99";6;17;44;48;68;101;129;130;132;136;170;182;187;190;209;236;277;320;340;367;409;428;432
